2025-11-14 08:09:00,958 - reasoning_library.security - CRITICAL - [SECURITY] CODE_INJECTION | Severity: CRITICAL | Source: test | Action: blocked | Event ID: c221090777552aad | Patterns: eval\s*\(, __import__\s*\( - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: 5902d62b063b842a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: e602803323bd99b1 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: 756fcf51f34e8a74 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: ecb258122c17b172 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: 785aa9ccb1fc8ca1 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: cb28ddc4207e7ce4 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: 9c55ddd6e9fe3125 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: cbe5c245538af454 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: f304f90ec2ce1d31 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,491 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: 71809b0fbc2f0b93 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,492 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: c1a6a8e38510001b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,492 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: 5ad5b7ed41ac2327 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,492 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: 0fda0308b3f7c65e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,492 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: f900e6cba2b38e0e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,492 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: validation.string_list.test_field | Action: unknown | Event ID: a47551a8b60e5852 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:48,495 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.confidence_value | Action: blocked | Event ID: 469de8601e623720 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:25:48,495 - reasoning_library.security - WARNING - [SECURITY] SUSPICIOUS_PATTERN | Severity: MEDIUM | Source: validation.metadata_dict.metadata | Action: blocked | Event ID: a5753411661e545e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:303
2025-11-14 11:25:49,259 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 7a98c36a484f7ac4 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,259 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 40ef15cd07ba7c90 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,259 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 0cd315a2e89e6bb1 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,259 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: ff8cb5fb3ec514e6 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,260 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 92ad241cb5f0dc81 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,260 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 9f3810d5dc43b23b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,260 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 117a61a5953982a2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,260 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 0509891a1135b314 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,260 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 5fb90d4746740729 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 96554fcf75c5eb08 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: cfb7a462d71d6da2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: b3b9e3f305bde35c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: b6573a23a4789ed5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 67f4e2f0ebe2a27f | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 818458f8d54d6733 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: d9742b65232957f2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: ee1816b7aae00b19 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,261 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: ab1dc2b4f628806d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,262 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 31475541f41be975 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,262 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 8ceb1b85256ea56a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,262 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: f6a9eb6a9d7d880b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,262 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: f900fb9c2d27358c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,262 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 0706f35a8417500b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,262 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e6d3c9dc961e384a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,262 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 6c90f6a97d61870c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,262 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e09b9cfe881edbc9 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 20bd0f0afa97e2b5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 93a882934935eeda | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: fc46b0d5f6f229b2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 94534d3f10b6161c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 6a12bf27cccb8a85 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 062d64aaa15d9147 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: aa2ca04395cd3835 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: f3439659f20c75f8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: c29e525ac62a7cfd | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 7951b45b00bbd019 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: dff44142455724e8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 8fa85b6b394b1384 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: f9b4c0507c6b73cb | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: db2805a123e565f8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,263 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 27f2f1fbcb2beff5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 89a59cfd56f45a80 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 7ca0b57575f226b7 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 680db02095ed32ec | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: f226e29146762ae5 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e625b4c8681161cf | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 1bc5c2594eb913df | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 098f400106aec4a2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 86397ba4e6ea18e2 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: bd4df441194ec7ec | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 6aee8ba72474ad14 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,264 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: ba48e2907799b75b | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 9eef1d990218f4b8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 4537df06414c8968 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 3eba313615e0ba6d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: b86a6ad3edaf9b6c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: bc18159b443c627d | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e8bd9543cf9d3ec3 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: cf8907879d2d2fa8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 90102f0885a294f8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,265 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 1a606119fb161992 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 051a03598e790898 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: b894b8be4537b5e4 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 30c5e9a069153939 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: ce315655cdbe160c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 303b56cf670bd5c0 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: d8f79ad734c35abe | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 6f7617b6a9f01aef | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: e293391df1c70a10 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: f803d3779dac047a | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 43c559d39a7b8f0c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,267 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 053bce85985c5d9c | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,268 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 8e2f37c799a53477 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,268 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 0dd8286270c6a33e | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,268 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: a387dac0cecf97d3 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,268 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 8c7a134a6e9dcdb4 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,268 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: b2bda555e85bb158 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
2025-11-14 11:25:49,268 - reasoning_library.security - CRITICAL - [SECURITY] RATE_LIMIT_EXCEEDED | Severity: CRITICAL | Source: unknown | Action: unknown | Event ID: 308a47c9b31499a8 | Patterns:  - /Users/eringreen/Development/reasoning_library/src/reasoning_library/security_logging.py:299
